idx,split,tim_mm,tim_k,spot_mm,q_w,r_sink,t_max,t_die_mean,t_top_max,penalty,t_1d,iters,residual,q_out,seconds
666,test,0.07500000000000001,9.533299554219674,0.35,12.609095976843669,1.1781951799111907,54.63220930974404,41.23673441089973,41.4869776469439,13.395474898844313,41.247241990903184,2435,9.983988829900658e-09,12.609095976843665,1.4394769668579102
667,train,0.07500000000000001,1.7573357625056298,3.9000000000000004,2.1827325394790074,1.784592605597761,31.306424580812735,29.894141133542597,29.04904641174888,1.4122834472701378,29.895960077345393,2419,9.998063253583456e-09,2.1827325394790087,1.360504388809204
668,train,0.175,1.290477148037839,0.35,11.511708668110476,0.5889211632226385,84.64446034937811,47.745318065020086,32.516132052706524,36.89914228435802,47.75491115811381,2314,9.993905641774924e-09,11.511708668110472,1.1290407180786133
669,train,0.175,7.750002645721382,4.15,10.774663426048026,0.5698063796328052,38.04452821226119,33.9046784324482,31.875306321096087,4.139849779812991,33.91365731869422,2258,9.999468026209654e-09,10.77466342604803,0.9849576950073242
670,train,0.22500000000000003,8.874577462071704,0.35,5.566276988049925,0.514983743861059,38.806134411017084,29.44940503912416,28.44702398937805,9.356729371892925,29.454043603315764,2287,9.990045202037473e-09,5.566276988049923,1.2403278350830078
671,test,0.2,2.4731481587757225,3.85,7.639396139955412,1.1164823473187435,47.413641606364315,39.942670787009746,33.976437316787546,7.470970819354569,39.94903695062377,2376,9.988550193491644e-09,7.639396139955411,1.3179965019226074
672,train,0.07500000000000001,1.384488227045589,0.6500000000000001,13.035524217387819,1.200986752319365,75.45941555337475,48.1189780142583,41.88517610726845,27.34043753911645,48.12984095127375,2432,9.977596386054864e-09,13.03552421738782,1.2977261543273926
673,train,0.1,2.387749007393044,4.6,1.9024040543687226,0.5382850803520545,27.837031674090284,26.87942853314037,26.13146460489375,0.9576031409499137,26.881013869872643,2227,9.99424932034742e-09,1.902404054368726,1.0336015224456787
674,train,0.125,9.668621567693911,3.4000000000000004,9.649003109439759,0.30346333059351266,32.811362563263955,29.47309319299728,28.668869943508398,3.3382693702666764,29.48113402895848,2096,9.98434389097593e-09,9.649003109439759,0.982177734375
675,train,0.1,1.5286568336022455,2.6000000000000005,6.31607057074332,2.5200063689475742,53.20861064397681,45.24306150621444,41.410735580795254,7.965549137762373,45.248324898444615,2470,9.971588638400579e-09,6.316070570743321,1.0464797019958496
676,train,0.2,2.801457722486173,3.95,14.6556605335671,0.8671656761093918,61.51443814238561,48.623650459086136,38.57029938113669,12.890787683299472,48.635863509830536,2339,9.987025828687297e-09,14.6556605335671,1.0543267726898193
677,test,0.2,4.390620369389509,7.4,4.481445268506426,2.3103574013335577,38.33495287722682,37.53329038017367,35.467489814513755,0.801662497053151,37.537024917940386,2269,9.972193898043652e-09,4.481445268506427,1.2754759788513184
678,test,0.15000000000000002,4.450903419424915,4.500000000000001,9.604487069533965,0.9389793878140343,41.87039900680996,37.55136416856526,34.62171609871543,4.319034838244704,37.55936790786755,2333,9.955616360380946e-09,9.604487069533967,1.2052059173583984
679,test,0.05,4.143306868445814,0.45000000000000007,4.017989944623057,0.5584966837204483,32.6310155104956,27.852799267898803,27.719123396488214,4.778216242596798,27.856147592865913,2305,9.949405746087295e-09,4.017989944623058,1.0827829837799072
680,train,0.1,2.7663114462881273,0.6000000000000001,13.359330650024122,0.709648182812224,63.646489968898415,39.721631190293245,35.829028660864815,23.92485877860517,39.73276396595678,2350,9.95327925209348e-09,13.359330650024123,1.1612682342529297
681,test,0.175,2.792747805548488,1.15,3.547201373874537,1.6171424226420519,39.80648799500283,33.068459821797305,31.051739780246184,6.738028173205528,33.07141582299451,2460,9.992528165888836e-09,3.547201373874536,1.2776896953582764
682,train,0.05,1.0381428325543962,8.75,12.42069056233579,1.5873789204642337,52.04186549119255,51.08148210080694,44.85301647741078,0.9603833903856156,51.091832676409105,2099,9.949251114635106e-09,12.42069056233579,0.9810717105865479
683,train,0.15000000000000002,7.397617474757005,7.1000000000000005,5.724855889382141,1.224841614107987,34.023387041895006,33.349375619480305,32.190432938911385,0.6740114224147007,33.35414633274656,2243,9.953796319092967e-09,5.724855889382144,1.1424334049224854
684,train,0.05,1.850545078583701,0.55,2.594701567466309,1.3691008832519718,33.523955813776006,29.333475640533784,28.84221142596405,4.190480173242221,29.335637891855605,2449,9.98226090652631e-09,2.5947015674663083,0.9748678207397461
685,train,0.175,6.038359853174872,4.15,5.4278552805896405,0.48126148320742934,31.815124255554263,29.352643905483223,27.964365842986183,2.46248035007104,29.357167118256854,2218,9.993534263802426e-09,5.427855280589642,0.8544342517852783
686,train,0.15000000000000002,3.5221955191284966,7.4,13.247524159836757,2.4727464442000255,66.06919544806799,63.80796646023096,58.09972973256948,2.261228987837029,63.81900606381563,2273,9.970705808875076e-09,13.247524159836761,0.9219944477081299
