idx,split,tim_mm,tim_k,spot_mm,q_w,r_sink,void_mm,void_center_mm,t_max,t_die_mean,penalty,t_1d,iters,residual,q_out,seconds
462,test,0.07500000000000001,1.1797149771351065,1.4500000000000002,5.741738867890505,0.5072250138505091,0.0,0.0,41.8192052765423,31.744467313928567,10.074737962613732,31.744467314051736,2275,9.994541280547077e-09,5.741738867890508,1.2233176231384277
463,test,0.2,5.799776978161396,8.35,2.9625163908466443,2.734024952426919,1.4749999999999999,6.789622373665509,36.24659386374436,34.638428090811665,1.6081657729326935,34.2150034122227,4268,9.994101842945232e-09,2.9625163908466448,2.484318256378174
464,test,0.175,6.604061488290463,1.5,8.467020225205815,0.6323365089006558,0.0,0.0,42.10012470344984,32.865790860252126,9.234333843197717,32.865790860305665,2323,9.964526149706161e-09,8.467020225205818,1.3542943000793457
465,test,0.2,4.619981015247555,0.30000000000000004,4.858890715167156,0.37269289989388993,0.0,0.0,39.638127911911724,29.068163481000266,10.569964430911458,29.06816348106708,2195,9.99624356684271e-09,4.85889071516716,1.7159206867218018
466,train,0.22500000000000003,4.250858319202081,1.2000000000000002,2.262407670852876,0.8137578127416445,1.85,5.6440668568222705,36.938547422615684,29.576201734628903,7.362345687986782,28.110198220107787,3194,9.990001015735056e-09,2.262407670852877,2.618163824081421
467,train,0.175,3.1014570217742667,1.5,14.528156421645864,1.7116520178984123,0.95,0.7146358668099192,82.1797673089295,58.686132805976975,23.493634502952524,58.52473227258966,3428,9.990506740581405e-09,14.528156421645866,2.4953489303588867
468,train,0.07500000000000001,2.0853260657263064,0.6500000000000001,14.991724955427399,1.5696792824044083,0.0,0.0,80.9423099655679,54.398801630988494,26.543508334579407,54.39880163110928,2462,9.976567033072492e-09,14.991724955427399,1.3503799438476562
469,train,0.25,1.1531491335734314,0.25,9.394664593180167,0.35374128962511436,3.35,5.30625954387473,135.86896170834237,76.06166195120137,59.807299757140996,48.98818873092886,6257,9.981419352886394e-09,9.394664593180163,4.600878477096558
470,train,0.22500000000000003,1.9583684393547538,0.30000000000000004,11.324446232685418,0.3792339796035298,0.0,0.0,77.77992745956995,42.66405492039994,35.115872539170006,42.664054921605995,2202,9.971405484965053e-09,11.324446232685421,1.4965133666992188
471,test,0.175,2.0474962225785482,0.25,7.076498620588424,1.5303901605957149,1.325,8.009133712013192,62.595364299659614,42.59834496413745,19.99701933552216,42.10219356118568,3244,9.992346417411339e-09,7.076498620588426,1.763643741607666
472,train,0.25,7.059469806175632,1.6,4.122505791976135,2.6379520758749533,0.275,2.4975050677376376,42.53032067402422,37.48017143735006,5.050149236674159,37.465439198858164,3386,9.998084925967885e-09,4.122505791976134,1.879711627960205
473,train,0.125,2.326416992042595,0.9000000000000001,8.345345132210003,2.2921769277290727,1.05,3.56924363551189,66.29949541195127,49.87141957802657,16.4280758339247,48.87728870210732,4186,9.99566358363353e-09,8.345345132210003,2.194396734237671
474,train,0.2,1.437479014726031,0.35,8.041933545326424,1.4093174861534168,1.2750000000000001,7.389339167508282,75.07372151265876,49.30492642397965,25.768795088679113,47.77723924459269,3824,9.985821465610166e-09,8.041933545326424,2.35018253326416
475,train,0.22500000000000003,2.4700745360207472,0.30000000000000004,2.6253903106217917,0.327977352586542,1.0,3.706857352912454,36.642528553819446,28.84741250463144,7.795116049188007,28.335683635026406,3731,9.980869937868117e-09,2.625390310621789,2.4404001235961914
476,train,0.175,3.0241905257394563,3.0500000000000003,10.337470289887687,0.6240011669029835,1.2750000000000001,5.841373282347596,59.329209667102056,40.928186984010566,18.40102268309149,37.75990220287389,4078,9.993830343669204e-09,10.337470289887683,2.75557017326355
477,train,0.175,2.063953523965825,0.8500000000000001,10.716630184606059,1.3320854283659873,0.0,0.0,74.1194007878754,48.701321597921776,25.41807918995363,48.70132159816583,2441,9.987590660514426e-09,10.716630184606057,1.535705327987671
478,train,0.125,7.810989944406382,0.30000000000000004,12.972295250778991,0.4368168792319387,0.8,0.49318990354142117,52.23689238370733,33.1690496337109,19.06784274999643,33.153275375617085,2694,9.985560230254053e-09,12.97229525077899,1.5546150207519531
479,train,0.125,8.229945079961364,1.35,14.35975587464861,0.5805841236911305,3.225,5.385039620912038,113.87301809239094,53.999614958346584,59.87340313404435,35.97279431678783,4358,9.994699660918596e-09,14.359755874648618,2.2075817584991455
480,train,0.15000000000000002,4.844482953863011,1.9,14.223415321936763,0.8248848294721599,0.375,6.91184809860929,56.3351118265967,41.72383935459067,14.611272472006029,41.58709181378218,2565,9.999281893495412e-09,14.223415321936766,1.888380765914917
481,train,0.07500000000000001,9.421273660851432,0.30000000000000004,11.366234966893774,2.5354299564985103,0.0,0.0,67.9845235641698,55.08305607412207,12.901467490047736,55.08305607414344,2498,9.983180368958018e-09,11.366234966893774,1.3157930374145508
482,train,0.2,4.919909322172907,2.7500000000000004,1.9635838144274398,2.0490096646960376,3.1000000000000005,7.6081370788496585,32.54407165762776,30.57877545250851,1.9652962051192517,29.88380188148582,5110,9.996082711243006e-09,1.9635838144274405,2.887450933456421
483,train,0.05,6.493932484026008,1.7000000000000002,4.523948984492051,0.961826544640685,0.0,0.0,32.18226503704119,29.84283382543409,2.339431211607099,29.84283382544269,2394,9.992404182264497e-09,4.52394898449205,1.12888765335083
484,test,0.22500000000000003,1.3613732702159624,1.65,1.761347638335449,0.5979071473639928,1.4,7.466365723393576,33.75638668302011,29.483408108776892,4.2729785742432185,29.019953145653346,4734,9.991139423591591e-09,1.761347638335452,2.6653335094451904
485,train,0.175,1.1410454789181088,5.75,13.050747729364463,0.6597666044810843,0.7750000000000001,1.8099108881993509,64.94887896870245,55.57625542468301,9.372623544019433,54.0394076392081,4376,9.984808559694276e-09,13.050747729364467,2.63859486579895
